yas_gun,cinsiyet_encoded,dogumKilo,boy,gogusEevresi,kalcaYuksekligi,yemMiktari,sicaklik,nem,saglik_encoded,mevsim_encoded,irk_Esmer,irk_Simental,irk_Siyah Alaca,irk_Yerli Kara,irk_Şarole,kilo,gunlukArtis,hayvanId,yasAy
300,1,40.3,95.4,399.5,95.6,11.7,31.2,49.1,2,3,False,False,False,True,False,465.5,1.314,TR0015,10
330,1,40.3,96.8,428.7,95.3,12.3,24.3,43.9,2,3,False,False,False,True,False,502.1,1.221,TR0015,11
360,1,40.3,98.4,462.4,99.3,13.4,33.5,69.5,3,3,False,False,False,True,False,540.9,1.292,TR0015,12
390,1,40.3,99.9,494.3,99.1,14.8,32.6,74.2,3,0,False,False,False,True,False,577.7,1.227,TR0015,13
420,1,40.3,101.3,521.4,103.9,15.2,31.5,64.6,3,0,False,False,False,True,False,613.1,1.181,TR0015,14
450,1,40.3,102.7,556.2,102.6,15.9,17.0,51.6,4,0,False,False,False,True,False,649.0,1.195,TR0015,15
480,1,40.3,103.9,572.1,105.9,16.8,15.7,75.2,1,1,False,False,False,True,False,678.7,0.992,TR0015,16
510,1,40.3,105.4,610.8,107.2,17.7,25.0,60.0,3,1,False,False,False,True,False,715.2,1.216,TR0015,17
0,1,42.0,73.5,39.7,72.9,0.8,19.6,48.0,3,1,False,True,False,False,False,42.0,0.0,TR0016,0
30,1,42.0,75.7,80.6,75.3,2.0,26.8,57.7,4,1,False,True,False,False,False,96.6,1.818,TR0016,1
60,1,42.0,77.4,121.7,78.1,4.0,19.7,79.6,1,2,False,True,False,False,False,139.0,1.415,TR0016,2
90,1,42.0,79.2,154.5,78.6,4.9,31.4,75.3,2,2,False,True,False,False,False,183.7,1.49,TR0016,3
120,1,42.0,80.9,195.7,81.2,5.4,18.4,60.0,2,2,False,True,False,False,False,226.1,1.412,TR0016,4
150,1,42.0,82.6,229.1,85.5,6.4,15.5,60.9,1,3,False,True,False,False,False,269.2,1.437,TR0016,5
180,1,42.0,84.3,264.0,83.1,8.2,34.8,57.2,1,3,False,True,False,False,False,311.6,1.413,TR0016,6
210,1,42.0,86.2,306.2,85.9,9.4,27.1,56.3,4,3,False,True,False,False,False,358.8,1.573,TR0016,7
240,1,42.0,87.9,338.1,87.3,9.6,16.3,72.7,2,0,False,True,False,False,False,401.4,1.42,TR0016,8
270,1,42.0,89.7,381.6,90.6,11.1,15.6,64.3,4,0,False,True,False,False,False,446.8,1.516,TR0016,9
300,1,42.0,91.4,419.3,91.7,12.3,23.3,55.9,4,0,False,True,False,False,False,490.5,1.457,TR0016,10
330,1,42.0,93.4,458.4,92.5,13.3,17.4,46.4,4,1,False,True,False,False,False,538.7,1.607,TR0016,11
360,1,42.0,95.1,495.5,94.9,14.9,21.7,54.2,3,1,False,True,False,False,False,582.3,1.453,TR0016,12
390,1,42.0,97.0,539.8,97.5,15.7,24.5,40.6,4,1,False,True,False,False,False,629.2,1.563,TR0016,13
420,1,42.0,98.4,569.0,96.6,17.0,20.0,43.8,2,2,False,True,False,False,False,664.2,1.167,TR0016,14
450,1,42.0,99.9,596.3,98.5,17.2,33.0,65.4,3,2,False,True,False,False,False,702.3,1.269,TR0016,15
480,1,42.0,101.3,629.5,99.9,18.9,18.1,70.5,3,2,False,True,False,False,False,737.9,1.187,TR0016,16
510,1,42.0,103.0,664.8,104.8,19.1,32.8,55.6,4,3,False,True,False,False,False,779.1,1.373,TR0016,17
540,1,42.0,104.5,697.4,105.8,20.6,18.2,44.9,3,3,False,True,False,False,False,817.9,1.293,TR0016,18
570,1,42.0,106.0,722.0,104.8,21.6,31.4,79.3,3,3,False,True,False,False,False,853.4,1.186,TR0016,19
600,1,42.0,107.3,758.0,110.0,21.9,27.1,55.5,3,0,False,True,False,False,False,886.4,1.098,TR0016,20
630,1,42.0,108.6,781.8,108.8,23.1,26.9,54.9,2,0,False,True,False,False,False,919.0,1.089,TR0016,21
660,1,42.0,109.8,808.7,111.3,23.6,26.9,71.6,2,0,False,True,False,False,False,949.2,1.006,TR0016,22
690,1,42.0,111.1,836.4,110.3,24.4,29.4,64.8,3,1,False,True,False,False,False,982.2,1.099,TR0016,23
0,1,45.6,84.2,36.9,86.3,0.7,24.1,68.0,2,1,False,True,False,False,False,45.6,0.0,TR0017,0
30,1,45.6,86.1,77.6,84.7,2.1,16.1,41.2,1,1,False,True,False,False,False,93.1,1.581,TR0017,1
0,0,35.9,83.6,29.2,84.9,0.8,15.7,50.5,2,3,False,False,False,True,False,35.9,0.0,TR0018,0
30,0,35.9,85.4,62.8,83.8,2.0,25.6,52.0,3,3,False,False,False,True,False,79.6,1.455,TR0018,1
60,0,35.9,87.0,96.2,85.3,3.2,25.6,73.6,2,0,False,False,False,True,False,118.8,1.307,TR0018,2
90,0,35.9,88.5,133.3,88.1,3.8,22.9,50.1,3,0,False,False,False,True,False,157.4,1.286,TR0018,3
120,0,35.9,90.1,165.7,92.6,4.8,24.6,64.2,2,0,False,False,False,True,False,196.2,1.295,TR0018,4
150,0,35.9,91.7,198.9,93.0,5.7,27.6,64.1,2,1,False,False,False,True,False,237.2,1.367,TR0018,5
180,0,35.9,93.2,234.4,92.6,7.1,18.6,41.3,2,1,False,False,False,True,False,274.2,1.234,TR0018,6
210,0,35.9,94.8,267.4,95.7,7.4,24.4,59.3,4,1,False,False,False,True,False,315.1,1.363,TR0018,7
240,0,35.9,96.0,289.0,95.5,8.3,18.3,48.7,1,2,False,False,False,True,False,345.8,1.023,TR0018,8
270,0,35.9,97.5,321.8,98.1,9.5,30.5,58.9,3,2,False,False,False,True,False,381.4,1.188,TR0018,9
300,0,35.9,98.8,355.2,97.9,10.8,22.6,74.9,2,2,False,False,False,True,False,413.9,1.083,TR0018,10
330,0,35.9,100.2,383.7,99.3,11.0,21.7,47.7,2,3,False,False,False,True,False,449.8,1.197,TR0018,11
360,0,35.9,101.6,409.7,104.1,11.6,15.4,74.2,3,3,False,False,False,True,False,485.1,1.177,TR0018,12
390,0,35.9,103.0,438.2,104.3,13.3,22.3,59.8,4,3,False,False,False,True,False,519.9,1.158,TR0018,13
420,0,35.9,104.3,474.1,104.4,13.8,22.1,63.9,3,0,False,False,False,True,False,553.2,1.109,TR0018,14
450,0,35.9,105.6,500.8,104.4,14.7,30.2,79.7,4,0,False,False,False,True,False,585.3,1.072,TR0018,15
480,0,35.9,106.9,521.1,109.1,15.0,15.3,60.8,3,0,False,False,False,True,False,617.6,1.075,TR0018,16
510,0,35.9,108.3,555.3,111.0,16.3,28.1,54.6,4,1,False,False,False,True,False,652.8,1.175,TR0018,17
540,0,35.9,109.4,581.3,109.0,16.8,21.1,53.0,1,1,False,False,False,True,False,679.9,0.903,TR0018,18
570,0,35.9,110.6,602.8,111.2,17.3,25.2,42.4,3,1,False,False,False,True,False,710.6,1.023,TR0018,19
0,0,40.8,76.9,33.6,76.5,1.0,29.3,53.3,2,3,True,False,False,False,False,40.8,0.0,TR0019,0
30,0,40.8,78.4,68.9,78.7,1.8,24.6,61.6,2,3,True,False,False,False,False,78.8,1.266,TR0019,1
60,0,40.8,80.1,101.5,79.7,3.0,20.3,51.7,4,0,True,False,False,False,False,119.3,1.351,TR0019,2
90,0,40.8,81.5,128.6,81.9,3.9,34.0,55.8,1,0,True,False,False,False,False,154.6,1.176,TR0019,3
120,0,40.8,83.0,163.2,81.8,4.9,34.3,77.5,3,0,True,False,False,False,False,192.8,1.275,TR0019,4
150,0,40.8,84.4,197.7,84.1,5.7,19.2,63.7,1,1,True,False,False,False,False,227.2,1.145,TR0019,5
180,0,40.8,85.6,218.3,83.8,6.6,26.6,45.7,0,1,True,False,False,False,False,256.9,0.991,TR0019,6
210,0,40.8,87.2,257.0,85.4,7.2,25.5,59.0,3,1,True,False,False,False,False,296.9,1.333,TR0019,7
240,0,40.8,88.7,289.0,91.4,7.9,30.4,43.6,4,2,True,False,False,False,False,334.4,1.249,TR0019,8
270,0,40.8,90.1,310.7,89.4,9.3,30.8,66.0,3,2,True,False,False,False,False,369.5,1.17,TR0019,9
300,0,40.8,91.5,345.1,94.4,10.5,27.5,62.4,3,2,True,False,False,False,False,404.7,1.173,TR0019,10
330,0,40.8,92.9,377.8,93.9,10.7,15.4,59.5,4,3,True,False,False,False,False,439.4,1.159,TR0019,11
360,0,40.8,94.3,408.5,95.5,11.4,17.0,43.7,3,3,True,False,False,False,False,475.5,1.201,TR0019,12
390,0,40.8,95.3,424.6,93.6,12.1,24.3,45.3,0,3,True,False,False,False,False,499.7,0.809,TR0019,13
420,0,40.8,96.4,451.8,95.4,12.8,29.4,76.8,2,0,True,False,False,False,False,528.8,0.969,TR0019,14
450,0,40.8,97.6,477.6,96.2,13.7,29.1,71.2,2,0,True,False,False,False,False,557.6,0.96,TR0019,15
480,0,40.8,98.8,495.8,97.7,15.1,21.0,48.9,3,0,True,False,False,False,False,586.9,0.976,TR0019,16
510,0,40.8,99.9,523.7,102.8,15.6,19.2,73.3,2,1,True,False,False,False,False,616.1,0.975,TR0019,17
540,0,40.8,101.2,551.6,101.8,16.2,18.3,72.6,3,1,True,False,False,False,False,646.9,1.026,TR0019,18
570,0,40.8,102.5,577.7,101.9,16.8,34.8,70.1,4,1,True,False,False,False,False,679.1,1.074,TR0019,19
600,0,40.8,103.4,595.1,102.9,17.2,22.6,73.4,2,2,True,False,False,False,False,703.5,0.812,TR0019,20
630,0,40.8,104.5,623.0,104.6,18.6,17.9,52.2,4,2,True,False,False,False,False,729.2,0.857,TR0019,21
660,0,40.8,105.5,640.7,107.7,18.8,30.2,75.8,4,2,True,False,False,False,False,755.9,0.889,TR0019,22
690,0,40.8,106.5,659.1,105.2,19.3,31.2,51.9,2,3,True,False,False,False,False,780.8,0.831,TR0019,23
0,0,49.4,70.8,45.7,72.5,1.1,21.7,69.2,2,1,False,True,False,False,False,49.4,0.0,TR0020,0
30,0,49.4,72.7,82.7,73.2,2.0,32.6,49.9,3,1,False,True,False,False,False,96.5,1.57,TR0020,1
60,0,49.4,74.4,121.6,74.8,3.8,33.8,62.2,1,1,False,True,False,False,False,139.3,1.427,TR0020,2
90,0,49.4,76.0,157.9,78.9,5.0,28.2,51.1,2,2,False,True,False,False,False,180.0,1.354,TR0020,3
120,0,49.4,77.5,181.1,77.1,5.0,18.0,73.4,1,2,False,True,False,False,False,217.4,1.247,TR0020,4
150,0,49.4,79.1,219.3,79.5,6.6,25.4,57.4,3,2,False,True,False,False,False,258.0,1.354,TR0020,5
180,0,49.4,80.7,256.7,79.3,7.0,25.3,79.7,2,3,False,True,False,False,False,297.7,1.325,TR0020,6
210,0,49.4,82.6,291.2,83.4,8.2,18.5,79.5,4,3,False,True,False,False,False,344.3,1.552,TR0020,7
240,0,49.4,84.0,326.7,85.4,9.2,20.3,51.5,1,3,False,True,False,False,False,379.9,1.188,TR0020,8
270,0,49.4,85.6,354.6,86.7,10.9,25.5,74.3,3,0,False,True,False,False,False,419.1,1.308,TR0020,9
300,0,49.4,87.1,388.9,87.2,11.2,15.4,60.8,2,0,False,True,False,False,False,456.4,1.241,TR0020,10
330,0,49.4,88.6,422.9,88.0,12.8,27.0,55.3,2,0,False,True,False,False,False,494.3,1.265,TR0020,11
360,0,49.4,90.1,451.9,92.0,12.8,24.9,68.7,3,1,False,True,False,False,False,532.8,1.283,TR0020,12
390,0,49.4,91.7,484.3,92.7,14.6,29.6,54.9,2,1,False,True,False,False,False,571.5,1.29,TR0020,13
420,0,49.4,93.2,517.3,95.0,15.7,16.6,75.0,3,1,False,True,False,False,False,609.8,1.277,TR0020,14
0,1,45.8,77.3,42.5,77.8,1.3,32.3,78.2,1,0,False,False,True,False,False,45.8,0.0,TR0021,0
30,1,45.8,79.2,80.9,80.7,2.4,25.5,77.1,2,0,False,False,True,False,False,92.9,1.567,TR0021,1
60,1,45.8,81.0,118.3,81.7,3.3,20.5,70.8,2,0,False,False,True,False,False,137.3,1.48,TR0021,2
90,1,45.8,82.9,158.3,84.8,4.9,26.7,48.2,2,1,False,False,True,False,False,185.9,1.622,TR0021,3
120,1,45.8,84.6,191.0,85.9,5.5,29.6,62.0,1,1,False,False,True,False,False,229.0,1.436,TR0021,4
150,1,45.8,86.5,236.1,85.4,7.2,30.7,51.6,2,1,False,False,True,False,False,276.5,1.583,TR0021,5
180,1,45.8,88.2,270.3,88.0,8.0,20.3,67.0,3,2,False,False,True,False,False,318.9,1.415,TR0021,6
210,1,45.8,90.0,312.8,89.2,8.7,21.3,79.7,3,2,False,False,True,False,False,362.4,1.45,TR0021,7
240,1,45.8,91.4,336.1,93.3,10.2,22.7,64.1,1,2,False,False,True,False,False,399.0,1.219,TR0021,8
270,1,45.8,93.2,373.6,93.6,11.5,29.3,45.5,4,3,False,False,True,False,False,444.1,1.503,TR0021,9
300,1,45.8,94.9,414.4,97.4,12.0,24.6,44.9,2,3,False,False,True,False,False,486.3,1.409,TR0021,10
330,1,45.8,96.6,452.6,99.1,13.0,26.0,65.3,2,3,False,False,True,False,False,528.3,1.4,TR0021,11
360,1,45.8,98.2,484.5,99.6,13.8,33.8,55.2,3,0,False,False,True,False,False,569.4,1.37,TR0021,12
390,1,45.8,99.9,518.7,98.3,14.9,32.8,73.6,4,0,False,False,True,False,False,611.4,1.4,TR0021,13
420,1,45.8,101.4,550.5,102.3,16.4,31.3,44.2,2,0,False,False,True,False,False,647.3,1.195,TR0021,14
450,1,45.8,103.0,584.7,102.9,17.6,29.7,42.9,4,1,False,False,True,False,False,689.3,1.401,TR0021,15
480,1,45.8,104.7,625.7,107.3,18.1,28.0,55.9,3,1,False,False,True,False,False,730.3,1.364,TR0021,16
0,1,35.3,71.3,28.8,69.6,1.2,21.6,77.4,4,1,False,False,False,True,False,35.3,0.0,TR0022,0
30,1,35.3,73.0,62.2,75.0,2.3,18.9,59.8,1,1,False,False,False,True,False,76.1,1.363,TR0022,1
0,1,43.5,73.8,35.3,73.6,1.5,24.8,54.8,4,1,True,False,False,False,False,43.5,0.0,TR0023,0
30,1,43.5,75.7,78.8,76.2,1.8,34.6,64.8,2,1,True,False,False,False,False,89.4,1.528,TR0023,1
60,1,43.5,77.4,110.3,75.7,2.9,23.4,76.0,3,1,True,False,False,False,False,133.9,1.484,TR0023,2
90,1,43.5,78.9,146.3,76.9,3.9,18.2,63.6,1,2,True,False,False,False,False,169.4,1.183,TR0023,3
120,1,43.5,80.5,175.0,80.6,5.3,17.0,46.4,3,2,True,False,False,False,False,210.9,1.385,TR0023,4
150,1,43.5,82.0,206.8,81.0,5.9,32.1,43.8,2,2,True,False,False,False,False,247.2,1.207,TR0023,5
180,1,43.5,83.6,248.0,86.0,7.4,25.3,60.5,2,3,True,False,False,False,False,287.0,1.327,TR0023,6
210,1,43.5,85.2,281.0,85.1,7.8,30.9,77.3,3,3,True,False,False,False,False,327.0,1.332,TR0023,7
240,1,43.5,86.8,308.3,87.2,9.6,23.8,62.1,3,3,True,False,False,False,False,368.2,1.374,TR0023,8
270,1,43.5,88.3,346.1,88.5,10.2,18.9,78.6,2,0,True,False,False,False,False,406.2,1.267,TR0023,9
300,1,43.5,89.7,372.1,89.2,10.6,24.8,45.8,1,0,True,False,False,False,False,440.5,1.142,TR0023,10
330,1,43.5,91.2,402.5,90.7,12.3,33.6,52.3,4,0,True,False,False,False,False,478.5,1.269,TR0023,11
360,1,43.5,92.9,437.8,95.5,13.2,34.6,78.5,4,1,True,False,False,False,False,519.7,1.374,TR0023,12
390,1,43.5,94.4,472.3,93.9,13.7,27.5,50.8,3,1,True,False,False,False,False,558.5,1.293,TR0023,13
420,1,43.5,95.8,507.4,95.8,15.1,20.9,58.4,1,1,True,False,False,False,False,591.8,1.11,TR0023,14
0,1,43.8,79.2,40.4,81.5,1.2,15.8,68.6,1,3,False,False,True,False,False,43.8,0.0,TR0024,0
30,1,43.8,81.1,78.3,82.7,1.9,31.6,53.6,3,0,False,False,True,False,False,91.8,1.601,TR0024,1
60,1,43.8,82.9,121.3,84.9,3.6,21.4,51.9,2,0,False,False,True,False,False,137.3,1.517,TR0024,2
90,1,43.8,84.8,161.6,86.5,4.8,24.5,54.4,3,0,False,False,True,False,False,184.6,1.577,TR0024,3
120,1,43.8,86.7,199.4,87.7,5.8,32.5,79.5,2,1,False,False,True,False,False,232.5,1.598,TR0024,4
150,1,43.8,88.6,235.1,91.0,7.2,21.8,68.4,2,1,False,False,True,False,False,281.3,1.624,TR0024,5
180,1,43.8,90.5,276.5,92.6,7.9,27.5,75.3,2,1,False,False,True,False,False,327.6,1.545,TR0024,6
210,1,43.8,92.3,313.4,93.6,9.3,19.9,47.4,4,2,False,False,True,False,False,373.2,1.52,TR0024,7
240,1,43.8,93.9,347.5,93.8,10.6,28.8,47.2,2,2,False,False,True,False,False,412.9,1.323,TR0024,8
270,1,43.8,95.5,386.4,96.3,10.9,29.4,77.9,3,2,False,False,True,False,False,453.0,1.338,TR0024,9
300,1,43.8,97.2,421.5,97.1,12.1,15.7,54.4,3,3,False,False,True,False,False,495.3,1.41,TR0024,10
330,1,43.8,98.7,454.2,98.6,12.8,15.5,51.1,1,3,False,False,True,False,False,531.7,1.212,TR0024,11
360,1,43.8,100.5,486.3,100.3,14.5,25.2,68.4,4,3,False,False,True,False,False,576.9,1.507,TR0024,12
390,1,43.8,102.0,525.0,101.2,15.0,22.3,51.3,3,0,False,False,True,False,False,614.8,1.262,TR0024,13
420,1,43.8,103.4,548.1,105.8,16.5,21.3,64.5,2,0,False,False,True,False,False,649.9,1.171,TR0024,14
450,1,43.8,104.9,586.6,103.4,17.6,31.2,70.3,4,0,False,False,True,False,False,688.5,1.288,TR0024,15
480,1,43.8,106.4,619.3,106.8,18.2,16.0,51.4,2,1,False,False,True,False,False,725.7,1.24,TR0024,16
510,1,43.8,108.0,652.7,107.7,18.8,28.1,46.8,4,1,False,False,True,False,False,766.0,1.344,TR0024,17
0,0,38.5,73.5,34.0,72.9,1.4,20.6,41.1,1,1,True,False,False,False,False,38.5,0.0,TR0025,0
30,0,38.5,75.3,73.2,76.6,2.4,25.1,74.1,3,1,True,False,False,False,False,84.2,1.522,TR0025,1
60,0,38.5,76.9,101.6,77.3,3.2,21.4,59.7,1,1,True,False,False,False,False,122.8,1.289,TR0025,2
90,0,38.5,78.5,137.0,78.6,4.3,20.1,57.1,4,2,True,False,False,False,False,164.5,1.391,TR0025,3
120,0,38.5,80.0,172.5,78.1,5.4,23.8,64.2,2,2,True,False,False,False,False,202.1,1.253,TR0025,4
150,0,38.5,81.5,198.8,81.6,5.5,20.5,64.3,2,2,True,False,False,False,False,239.1,1.232,TR0025,5
180,0,38.5,82.8,228.3,81.7,6.6,30.5,48.8,1,3,True,False,False,False,False,272.1,1.1,TR0025,6
210,0,38.5,84.4,266.4,84.8,7.4,26.4,69.4,3,3,True,False,False,False,False,312.1,1.335,TR0025,7
240,0,38.5,85.8,292.5,85.8,8.5,15.3,67.7,2,3,True,False,False,False,False,346.3,1.14,TR0025,8
270,0,38.5,87.1,325.0,89.1,9.0,26.8,59.8,3,0,True,False,False,False,False,379.6,1.109,TR0025,9
300,0,38.5,88.5,354.7,89.8,10.4,25.1,64.1,3,0,True,False,False,False,False,413.6,1.135,TR0025,10
330,0,38.5,89.9,383.2,92.7,11.2,35.0,63.5,3,0,True,False,False,False,False,448.2,1.15,TR0025,11
360,0,38.5,91.2,412.3,93.9,12.1,20.9,78.2,2,1,True,False,False,False,False,480.7,1.086,TR0025,12
390,0,38.5,92.4,430.9,93.0,12.6,26.9,46.0,1,1,True,False,False,False,False,511.2,1.014,TR0025,13
0,1,43.5,74.3,40.9,77.1,1.4,15.5,45.1,2,0,False,True,False,False,False,43.5,0.0,TR0026,0
30,1,43.5,76.1,72.9,76.2,2.4,30.8,66.2,1,1,False,True,False,False,False,88.7,1.508,TR0026,1
60,1,43.5,78.2,124.2,80.2,4.0,24.3,71.5,2,1,False,True,False,False,False,141.1,1.746,TR0026,2
90,1,43.5,80.3,164.5,82.8,4.9,15.1,74.0,4,1,False,True,False,False,False,195.0,1.796,TR0026,3
120,1,43.5,82.1,206.8,82.3,5.5,16.4,68.5,2,2,False,True,False,False,False,238.6,1.454,TR0026,4
150,1,43.5,83.8,242.1,86.7,6.7,17.5,62.5,3,2,False,True,False,False,False,282.5,1.464,TR0026,5
180,1,43.5,85.4,271.2,88.0,8.4,26.8,70.7,1,2,False,True,False,False,False,322.4,1.33,TR0026,6
210,1,43.5,87.2,310.0,88.8,9.0,24.0,68.1,2,3,False,True,False,False,False,367.0,1.486,TR0026,7
240,1,43.5,89.1,354.9,88.4,10.1,17.7,77.5,4,3,False,True,False,False,False,414.2,1.574,TR0026,8
270,1,43.5,90.9,388.2,91.5,11.1,33.7,44.5,2,3,False,True,False,False,False,458.8,1.486,TR0026,9
300,1,43.5,92.4,422.4,93.4,12.5,23.2,59.9,1,0,False,True,False,False,False,496.2,1.247,TR0026,10
330,1,43.5,94.1,456.1,95.4,13.8,26.9,59.7,3,0,False,True,False,False,False,539.2,1.433,TR0026,11
360,1,43.5,95.3,482.1,93.3,14.2,20.9,76.4,0,0,False,True,False,False,False,567.6,0.947,TR0026,12
390,1,43.5,97.0,523.1,95.3,15.1,17.7,76.9,2,1,False,True,False,False,False,610.5,1.431,TR0026,13
420,1,43.5,98.7,559.0,100.3,16.2,32.4,74.7,3,1,False,True,False,False,False,654.6,1.472,TR0026,14
450,1,43.5,100.4,588.2,103.4,17.5,25.2,71.5,4,1,False,True,False,False,False,696.9,1.409,TR0026,15
480,1,43.5,101.8,626.6,102.2,18.8,15.5,70.2,3,2,False,True,False,False,False,731.9,1.167,TR0026,16
510,1,43.5,103.3,653.6,103.4,19.2,24.3,77.2,4,2,False,True,False,False,False,768.5,1.218,TR0026,17
540,1,43.5,104.4,674.5,103.4,19.6,27.1,58.9,1,2,False,True,False,False,False,797.5,0.968,TR0026,18
570,1,43.5,105.7,704.1,108.3,20.6,30.8,60.9,1,3,False,True,False,False,False,828.9,1.047,TR0026,19
600,1,43.5,107.2,739.1,106.8,22.0,31.1,75.4,4,3,False,True,False,False,False,865.3,1.211,TR0026,20
630,1,43.5,108.5,763.2,111.5,22.4,15.4,51.2,2,3,False,True,False,False,False,899.4,1.136,TR0026,21
660,1,43.5,109.6,783.8,111.1,22.9,27.6,63.6,1,0,False,True,False,False,False,926.4,0.901,TR0026,22
690,1,43.5,110.9,811.8,112.9,23.6,24.7,60.6,4,0,False,True,False,False,False,958.4,1.066,TR0026,23
0,0,32.8,72.0,23.7,73.5,0.6,34.7,65.6,2,3,False,False,False,True,False,32.8,0.0,TR0027,0
30,0,32.8,73.7,63.3,76.0,1.6,19.9,52.7,3,3,False,False,False,True,False,74.2,1.38,TR0027,1
60,0,32.8,75.3,100.5,76.9,3.1,31.0,67.6,3,3,False,False,False,True,False,116.0,1.392,TR0027,2
90,0,32.8,76.8,126.2,75.2,3.7,34.8,45.7,2,0,False,False,False,True,False,153.2,1.241,TR0027,3
120,0,32.8,78.4,159.6,79.9,4.4,33.4,40.7,2,0,False,False,False,True,False,191.6,1.278,TR0027,4
150,0,32.8,79.9,193.9,81.4,5.5,30.5,73.6,3,0,False,False,False,True,False,229.6,1.267,TR0027,5
180,0,32.8,81.4,226.3,82.1,6.7,21.5,55.7,3,1,False,False,False,True,False,268.7,1.303,TR0027,6
210,0,32.8,83.0,259.7,81.5,7.4,28.9,55.2,3,1,False,False,False,True,False,308.7,1.334,TR0027,7
0,1,33.8,84.9,27.0,84.8,0.4,32.3,44.0,4,0,False,False,False,True,False,33.8,0.0,TR0028,0
30,1,33.8,86.2,60.0,84.3,1.5,30.6,44.0,0,0,False,False,False,True,False,65.3,1.051,TR0028,1
60,1,33.8,88.0,94.7,88.1,2.8,28.6,59.8,2,1,False,False,False,True,False,111.9,1.55,TR0028,2
90,1,33.8,89.8,134.1,90.2,3.8,18.3,54.1,2,1,False,False,False,True,False,155.3,1.448,TR0028,3
120,1,33.8,91.6,174.2,91.9,5.4,29.0,44.7,4,1,False,False,False,True,False,202.2,1.564,TR0028,4
150,1,33.8,93.4,213.1,94.4,6.7,32.1,40.9,4,2,False,False,False,True,False,247.5,1.511,TR0028,5
180,1,33.8,94.9,240.7,95.0,7.1,26.4,60.5,1,2,False,False,False,True,False,283.4,1.197,TR0028,6
210,1,33.8,96.4,276.1,98.7,8.3,26.6,58.6,2,2,False,False,False,True,False,322.7,1.308,TR0028,7
240,1,33.8,98.2,315.4,97.8,9.6,29.8,56.5,3,3,False,False,False,True,False,365.9,1.443,TR0028,8
270,1,33.8,99.7,342.3,99.2,10.2,19.9,63.3,3,3,False,False,False,True,False,405.1,1.305,TR0028,9
300,1,33.8,101.4,383.9,103.0,11.1,16.3,63.3,4,3,False,False,False,True,False,447.5,1.414,TR0028,10
330,1,33.8,103.1,410.6,105.6,11.8,34.5,64.2,4,0,False,False,False,True,False,488.4,1.363,TR0028,11
360,1,33.8,104.5,445.6,104.8,12.8,24.9,77.0,3,0,False,False,False,True,False,524.3,1.196,TR0028,12
390,1,33.8,105.7,467.5,104.6,13.9,20.7,57.1,1,0,False,False,False,True,False,554.0,0.991,TR0028,13
420,1,33.8,107.2,499.6,107.9,14.3,26.7,57.6,3,1,False,False,False,True,False,590.6,1.219,TR0028,14
450,1,33.8,108.6,535.3,107.3,15.6,31.0,46.0,2,1,False,False,False,True,False,626.8,1.207,TR0028,15
480,1,33.8,109.9,557.9,109.8,16.9,28.0,49.3,2,1,False,False,False,True,False,659.9,1.104,TR0028,16
0,1,47.9,74.6,40.6,73.2,1.1,27.2,74.6,2,3,False,False,False,False,True,47.9,0.0,TR0029,0
30,1,47.9,76.5,75.3,76.9,2.3,31.2,48.1,2,3,False,False,False,False,True,94.1,1.539,TR0029,1
60,1,47.9,78.4,116.9,77.3,3.4,33.5,68.7,3,3,False,False,False,False,True,142.8,1.624,TR0029,2
90,1,47.9,79.8,151.5,79.5,4.7,22.2,46.4,0,0,False,False,False,False,True,177.4,1.155,TR0029,3
120,1,47.9,81.1,172.9,83.6,4.8,32.8,60.8,0,0,False,False,False,False,True,208.9,1.048,TR0029,4
150,1,47.9,82.4,204.5,80.8,5.9,21.5,59.9,0,0,False,False,False,False,True,243.3,1.147,TR0029,5
180,1,47.9,84.2,247.3,85.3,7.1,20.2,43.8,2,1,False,False,False,False,True,287.4,1.472,TR0029,6
210,1,47.9,86.0,278.3,88.5,8.5,18.4,50.3,2,1,False,False,False,False,True,331.8,1.478,TR0029,7
240,1,47.9,87.7,317.1,88.9,9.4,33.4,67.7,2,1,False,False,False,False,True,375.6,1.459,TR0029,8
0,0,40.3,78.8,35.7,79.5,0.5,26.3,57.6,3,2,False,False,True,False,False,40.3,0.0,TR0030,0
30,0,40.3,80.5,71.7,80.0,1.7,34.5,67.5,2,2,False,False,True,False,False,82.1,1.391,TR0030,1
60,0,40.3,82.1,102.9,82.2,3.0,15.8,57.2,2,2,False,False,True,False,False,123.0,1.364,TR0030,2
90,0,40.3,83.9,146.9,84.7,3.9,33.4,50.0,3,3,False,False,True,False,False,167.3,1.476,TR0030,3
120,0,40.3,85.6,181.4,83.6,5.4,21.7,56.7,2,3,False,False,True,False,False,209.9,1.422,TR0030,4
150,0,40.3,87.3,220.5,89.5,6.8,33.5,72.1,4,3,False,False,True,False,False,253.8,1.463,TR0030,5
180,0,40.3,88.9,246.6,89.4,7.6,22.0,66.2,3,0,False,False,True,False,False,293.9,1.335,TR0030,6
210,0,40.3,90.3,283.6,90.9,8.3,16.6,53.2,1,0,False,False,True,False,False,327.9,1.134,TR0030,7
240,0,40.3,91.9,312.4,92.5,8.9,25.2,54.2,3,0,False,False,True,False,False,367.5,1.32,TR0030,8
270,0,40.3,93.6,349.3,94.3,9.9,31.8,79.8,4,1,False,False,True,False,False,411.1,1.455,TR0030,9
