id,hayvanId,tarih,yasAy,kilo,boy,gogusEevresi,kalcaYuksekligi,saglikDurumu,yemMiktari,sicaklik,nem,mevsim,notlar,gunlukArtis
GK001202,TR0012,2023-04-03,1,105.0,85.0,92.5,85.3,Mükemmel,2.8,20.1,60.1,İlkbahar,"Siyah Alaca - 1 aylık, Mükemmel sağlık",1.91
GK001203,TR0012,2023-05-03,2,158.9,87.2,135.9,90.0,Mükemmel,3.5,27.2,74.8,İlkbahar,"Siyah Alaca - 2 aylık, Mükemmel sağlık",1.799
GK001204,TR0012,2023-06-02,3,206.6,89.1,175.5,90.5,İyi,5.1,17.5,57.9,Yaz,"Siyah Alaca - 3 aylık, İyi sağlık",1.589
GK001205,TR0012,2023-07-02,4,252.5,90.9,219.5,89.7,İyi,6.1,29.5,47.5,Yaz,"Siyah Alaca - 4 aylık, İyi sağlık",1.531
GK001206,TR0012,2023-08-01,5,296.0,92.7,247.0,95.0,Normal,7.0,23.6,46.3,Yaz,"Siyah Alaca - 5 aylık, Normal sağlık",1.45
GK001207,TR0012,2023-08-31,6,341.4,94.5,289.4,96.1,İyi,9.0,27.5,73.3,Yaz,"Siyah Alaca - 6 aylık, İyi sağlık",1.514
GK001208,TR0012,2023-09-30,7,388.2,96.3,330.5,94.5,İyi,10.2,25.0,55.3,Sonbahar,"Siyah Alaca - 7 aylık, İyi sağlık",1.559
GK001209,TR0012,2023-10-30,8,436.2,98.3,371.8,98.8,Mükemmel,11.3,15.0,72.7,Sonbahar,"Siyah Alaca - 8 aylık, Mükemmel sağlık",1.601
GK001210,TR0012,2023-11-29,9,481.2,100.1,408.1,100.1,Mükemmel,12.3,20.6,60.7,Sonbahar,"Siyah Alaca - 9 aylık, Mükemmel sağlık",1.497
GK001211,TR0012,2023-12-29,10,522.4,101.7,449.0,102.2,İyi,13.1,20.3,45.5,Kış,"Siyah Alaca - 10 aylık, İyi sağlık",1.376
GK001212,TR0012,2024-01-28,11,562.4,103.3,477.1,101.9,İyi,14.2,15.4,77.0,Kış,"Siyah Alaca - 11 aylık, İyi sağlık",1.332
GK001213,TR0012,2024-02-27,12,604.5,105.0,518.5,104.2,Mükemmel,15.4,18.7,55.5,Kış,"Siyah Alaca - 12 aylık, Mükemmel sağlık",1.403
GK001214,TR0012,2024-03-28,13,644.4,106.6,552.0,108.9,Normal,16.6,33.9,49.3,İlkbahar,"Siyah Alaca - 13 aylık, Normal sağlık",1.329
GK001215,TR0012,2024-04-27,14,688.9,108.4,581.5,109.5,Mükemmel,16.8,19.5,61.5,İlkbahar,"Siyah Alaca - 14 aylık, Mükemmel sağlık",1.484
GK001216,TR0012,2024-05-27,15,729.6,110.0,624.5,109.5,İyi,18.2,15.7,60.3,İlkbahar,"Siyah Alaca - 15 aylık, İyi sağlık",1.356
GK001217,TR0012,2024-06-26,16,766.1,111.5,653.1,112.8,İyi,18.8,25.3,41.8,Yaz,"Siyah Alaca - 16 aylık, İyi sağlık",1.215
GK001218,TR0012,2024-07-26,17,798.8,112.8,679.3,114.9,Normal,19.9,26.3,60.5,Yaz,"Siyah Alaca - 17 aylık, Normal sağlık",1.092
GK001219,TR0012,2024-08-25,18,827.6,113.9,703.2,116.1,Zayıf,20.7,23.3,46.1,Yaz,"Siyah Alaca - 18 aylık, Zayıf sağlık",0.96
GK001220,TR0012,2024-09-24,19,861.1,115.3,733.0,115.2,Normal,21.8,34.9,75.2,Sonbahar,"Siyah Alaca - 19 aylık, Normal sağlık",1.117
GK001221,TR0012,2024-10-24,20,898.9,116.8,762.7,119.5,Mükemmel,22.8,16.3,76.7,Sonbahar,"Siyah Alaca - 20 aylık, Mükemmel sağlık",1.259
GK001222,TR0012,2024-11-23,21,934.4,118.2,798.6,117.5,Mükemmel,23.7,23.0,65.6,Sonbahar,"Siyah Alaca - 21 aylık, Mükemmel sağlık",1.184
GK001223,TR0012,2024-12-23,22,968.5,119.6,821.2,120.2,Mükemmel,24.3,34.8,55.6,Kış,"Siyah Alaca - 22 aylık, Mükemmel sağlık",1.136
GK001224,TR0012,2025-01-22,23,1000.4,120.8,851.5,120.6,İyi,24.8,18.1,53.9,Kış,"Siyah Alaca - 23 aylık, İyi sağlık",1.062
GK001301,TR0013,2023-02-06,0,41.2,80.3,32.6,80.9,Normal,0.6,18.5,48.6,Kış,"Siyah Alaca - 0 aylık, Normal sağlık",0.0
GK001302,TR0013,2023-03-08,1,92.8,82.4,83.3,81.9,Mükemmel,2.1,21.4,47.7,İlkbahar,"Siyah Alaca - 1 aylık, Mükemmel sağlık",1.721
GK001303,TR0013,2023-04-07,2,134.4,84.0,113.6,85.8,Zayıf,3.7,31.9,43.3,İlkbahar,"Siyah Alaca - 2 aylık, Zayıf sağlık",1.386
GK001304,TR0013,2023-05-07,3,174.8,85.7,151.5,87.0,Zayıf,4.6,18.7,60.6,İlkbahar,"Siyah Alaca - 3 aylık, Zayıf sağlık",1.345
GK001305,TR0013,2023-06-06,4,215.1,87.3,178.4,88.2,Normal,5.5,26.3,71.8,Yaz,"Siyah Alaca - 4 aylık, Normal sağlık",1.344
GK001306,TR0013,2023-07-06,5,250.5,88.7,211.3,89.5,Zayıf,6.7,30.0,55.7,Yaz,"Siyah Alaca - 5 aylık, Zayıf sağlık",1.18
GK001307,TR0013,2023-08-05,6,289.8,90.3,241.6,90.9,Normal,7.6,29.9,74.4,Yaz,"Siyah Alaca - 6 aylık, Normal sağlık",1.311
GK001308,TR0013,2023-09-04,7,330.1,91.9,277.1,93.0,Normal,7.9,30.4,70.5,Sonbahar,"Siyah Alaca - 7 aylık, Normal sağlık",1.341
GK001309,TR0013,2023-10-04,8,372.8,93.6,317.5,91.6,Mükemmel,9.1,31.1,50.3,Sonbahar,"Siyah Alaca - 8 aylık, Mükemmel sağlık",1.425
GK001310,TR0013,2023-11-03,9,400.7,94.7,344.3,97.1,Hasta,9.8,28.5,66.3,Sonbahar,"Siyah Alaca - 9 aylık, Hasta sağlık",0.93
GK001311,TR0013,2023-12-03,10,437.2,96.2,370.8,97.2,İyi,10.6,30.6,63.3,Kış,"Siyah Alaca - 10 aylık, İyi sağlık",1.217
GK001312,TR0013,2024-01-02,11,474.2,97.6,401.3,96.4,İyi,11.8,16.5,69.1,Kış,"Siyah Alaca - 11 aylık, İyi sağlık",1.233
GK001313,TR0013,2024-02-01,12,510.4,99.1,429.1,98.7,İyi,12.4,15.8,44.4,Kış,"Siyah Alaca - 12 aylık, İyi sağlık",1.208
GK001314,TR0013,2024-03-02,13,538.8,100.2,459.6,99.5,Hasta,13.7,24.4,70.2,İlkbahar,"Siyah Alaca - 13 aylık, Hasta sağlık",0.944
GK001315,TR0013,2024-04-01,14,577.0,101.7,488.8,104.1,Mükemmel,13.9,19.5,64.5,İlkbahar,"Siyah Alaca - 14 aylık, Mükemmel sağlık",1.274
GK001316,TR0013,2024-05-01,15,616.6,103.3,528.3,106.0,Mükemmel,15.1,21.3,75.2,İlkbahar,"Siyah Alaca - 15 aylık, Mükemmel sağlık",1.32
GK001317,TR0013,2024-05-31,16,652.2,104.8,555.9,103.4,İyi,16.6,27.4,69.9,İlkbahar,"Siyah Alaca - 16 aylık, İyi sağlık",1.187
GK001318,TR0013,2024-06-30,17,686.6,106.1,580.8,108.4,Mükemmel,17.6,33.9,76.1,Yaz,"Siyah Alaca - 17 aylık, Mükemmel sağlık",1.148
GK001319,TR0013,2024-07-30,18,719.9,107.5,616.5,110.2,Mükemmel,17.9,33.5,49.9,Yaz,"Siyah Alaca - 18 aylık, Mükemmel sağlık",1.109
GK001320,TR0013,2024-08-29,19,747.9,108.6,633.1,109.2,Normal,18.8,23.8,74.5,Yaz,"Siyah Alaca - 19 aylık, Normal sağlık",0.933
GK001321,TR0013,2024-09-28,20,779.6,109.9,659.5,108.1,İyi,19.1,21.7,47.3,Sonbahar,"Siyah Alaca - 20 aylık, İyi sağlık",1.058
GK001322,TR0013,2024-10-28,21,811.7,111.1,691.4,110.3,Mükemmel,20.3,18.6,52.8,Sonbahar,"Siyah Alaca - 21 aylık, Mükemmel sağlık",1.07
GK001323,TR0013,2024-11-27,22,837.3,112.2,711.2,114.3,Zayıf,20.9,18.4,40.7,Sonbahar,"Siyah Alaca - 22 aylık, Zayıf sağlık",0.852
GK001324,TR0013,2024-12-27,23,865.9,113.3,736.9,111.8,Mükemmel,21.4,18.3,62.0,Kış,"Siyah Alaca - 23 aylık, Mükemmel sağlık",0.954
GK001401,TR0014,2024-12-18,0,39.0,78.8,33.8,77.9,Zayıf,1.3,15.9,73.0,Kış,"Esmer - 0 aylık, Zayıf sağlık",0.0
GK001402,TR0014,2025-01-17,1,80.1,80.5,64.5,79.7,İyi,2.1,28.5,53.6,Kış,"Esmer - 1 aylık, İyi sağlık",1.372
GK001403,TR0014,2025-02-16,2,122.2,82.2,100.8,83.9,İyi,2.9,18.1,79.9,Kış,"Esmer - 2 aylık, İyi sağlık",1.401
GK001404,TR0014,2025-03-18,3,166.5,83.9,138.1,86.1,Mükemmel,3.8,29.4,47.7,İlkbahar,"Esmer - 3 aylık, Mükemmel sağlık",1.477
GK001405,TR0014,2025-04-17,4,207.2,85.6,178.3,84.7,Normal,4.7,34.6,53.3,İlkbahar,"Esmer - 4 aylık, Normal sağlık",1.357
GK001501,TR0015,2023-12-01,0,40.3,78.4,36.5,81.0,Normal,0.7,28.0,64.0,Kış,"Yerli Kara - 0 aylık, Normal sağlık",0.0
GK001502,TR0015,2023-12-31,1,82.9,80.1,71.4,81.4,Normal,2.5,24.5,53.7,Kış,"Yerli Kara - 1 aylık, Normal sağlık",1.421
GK001503,TR0015,2024-01-30,2,127.7,81.9,109.4,80.5,Normal,3.1,29.6,70.0,Kış,"Yerli Kara - 2 aylık, Normal sağlık",1.494
GK001504,TR0015,2024-02-29,3,170.0,83.6,149.0,84.3,Normal,3.8,20.2,46.8,Kış,"Yerli Kara - 3 aylık, Normal sağlık",1.41
GK001505,TR0015,2024-03-30,4,215.5,85.4,181.1,84.0,Normal,5.6,28.2,48.9,İlkbahar,"Yerli Kara - 4 aylık, Normal sağlık",1.517
GK001506,TR0015,2024-04-29,5,263.1,87.3,228.4,86.8,İyi,6.4,30.5,77.3,İlkbahar,"Yerli Kara - 5 aylık, İyi sağlık",1.585
GK001507,TR0015,2024-05-29,6,304.9,89.0,255.4,89.5,Normal,8.1,19.6,68.4,İlkbahar,"Yerli Kara - 6 aylık, Normal sağlık",1.396
GK001508,TR0015,2024-06-28,7,347.4,90.7,290.4,89.7,Mükemmel,8.3,18.9,44.2,Yaz,"Yerli Kara - 7 aylık, Mükemmel sağlık",1.417
GK001509,TR0015,2024-07-28,8,389.3,92.3,335.4,90.5,Mükemmel,9.3,23.3,65.9,Yaz,"Yerli Kara - 8 aylık, Mükemmel sağlık",1.396
GK001510,TR0015,2024-08-27,9,426.1,93.8,365.6,92.9,Normal,11.0,32.7,45.9,Yaz,"Yerli Kara - 9 aylık, Normal sağlık",1.226
GK001511,TR0015,2024-09-26,10,465.5,95.4,399.5,95.6,Normal,11.7,31.2,49.1,Sonbahar,"Yerli Kara - 10 aylık, Normal sağlık",1.314
GK001512,TR0015,2024-10-26,11,502.1,96.8,428.7,95.3,Normal,12.3,24.3,43.9,Sonbahar,"Yerli Kara - 11 aylık, Normal sağlık",1.221
GK001513,TR0015,2024-11-25,12,540.9,98.4,462.4,99.3,İyi,13.4,33.5,69.5,Sonbahar,"Yerli Kara - 12 aylık, İyi sağlık",1.292
GK001514,TR0015,2024-12-25,13,577.7,99.9,494.3,99.1,İyi,14.8,32.6,74.2,Kış,"Yerli Kara - 13 aylık, İyi sağlık",1.227
GK001515,TR0015,2025-01-24,14,613.1,101.3,521.4,103.9,İyi,15.2,31.5,64.6,Kış,"Yerli Kara - 14 aylık, İyi sağlık",1.181
GK001516,TR0015,2025-02-23,15,649.0,102.7,556.2,102.6,Mükemmel,15.9,17.0,51.6,Kış,"Yerli Kara - 15 aylık, Mükemmel sağlık",1.195
GK001517,TR0015,2025-03-25,16,678.7,103.9,572.1,105.9,Zayıf,16.8,15.7,75.2,İlkbahar,"Yerli Kara - 16 aylık, Zayıf sağlık",0.992
GK001518,TR0015,2025-04-24,17,715.2,105.4,610.8,107.2,İyi,17.7,25.0,60.0,İlkbahar,"Yerli Kara - 17 aylık, İyi sağlık",1.216
GK001601,TR0016,2023-04-23,0,42.0,73.5,39.7,72.9,İyi,0.8,19.6,48.0,İlkbahar,"Simental - 0 aylık, İyi sağlık",0.0
GK001602,TR0016,2023-05-23,1,96.6,75.7,80.6,75.3,Mükemmel,2.0,26.8,57.7,İlkbahar,"Simental - 1 aylık, Mükemmel sağlık",1.818
GK001603,TR0016,2023-06-22,2,139.0,77.4,121.7,78.1,Zayıf,4.0,19.7,79.6,Yaz,"Simental - 2 aylık, Zayıf sağlık",1.415
GK001604,TR0016,2023-07-22,3,183.7,79.2,154.5,78.6,Normal,4.9,31.4,75.3,Yaz,"Simental - 3 aylık, Normal sağlık",1.49
GK001605,TR0016,2023-08-21,4,226.1,80.9,195.7,81.2,Normal,5.4,18.4,60.0,Yaz,"Simental - 4 aylık, Normal sağlık",1.412
GK001606,TR0016,2023-09-20,5,269.2,82.6,229.1,85.5,Zayıf,6.4,15.5,60.9,Sonbahar,"Simental - 5 aylık, Zayıf sağlık",1.437
GK001607,TR0016,2023-10-20,6,311.6,84.3,264.0,83.1,Zayıf,8.2,34.8,57.2,Sonbahar,"Simental - 6 aylık, Zayıf sağlık",1.413
GK001608,TR0016,2023-11-19,7,358.8,86.2,306.2,85.9,Mükemmel,9.4,27.1,56.3,Sonbahar,"Simental - 7 aylık, Mükemmel sağlık",1.573
GK001609,TR0016,2023-12-19,8,401.4,87.9,338.1,87.3,Normal,9.6,16.3,72.7,Kış,"Simental - 8 aylık, Normal sağlık",1.42
GK001610,TR0016,2024-01-18,9,446.8,89.7,381.6,90.6,Mükemmel,11.1,15.6,64.3,Kış,"Simental - 9 aylık, Mükemmel sağlık",1.516
GK001611,TR0016,2024-02-17,10,490.5,91.4,419.3,91.7,Mükemmel,12.3,23.3,55.9,Kış,"Simental - 10 aylık, Mükemmel sağlık",1.457
GK001612,TR0016,2024-03-18,11,538.7,93.4,458.4,92.5,Mükemmel,13.3,17.4,46.4,İlkbahar,"Simental - 11 aylık, Mükemmel sağlık",1.607
GK001613,TR0016,2024-04-17,12,582.3,95.1,495.5,94.9,İyi,14.9,21.7,54.2,İlkbahar,"Simental - 12 aylık, İyi sağlık",1.453
GK001614,TR0016,2024-05-17,13,629.2,97.0,539.8,97.5,Mükemmel,15.7,24.5,40.6,İlkbahar,"Simental - 13 aylık, Mükemmel sağlık",1.563
GK001615,TR0016,2024-06-16,14,664.2,98.4,569.0,96.6,Normal,17.0,20.0,43.8,Yaz,"Simental - 14 aylık, Normal sağlık",1.167
GK001616,TR0016,2024-07-16,15,702.3,99.9,596.3,98.5,İyi,17.2,33.0,65.4,Yaz,"Simental - 15 aylık, İyi sağlık",1.269
GK001617,TR0016,2024-08-15,16,737.9,101.3,629.5,99.9,İyi,18.9,18.1,70.5,Yaz,"Simental - 16 aylık, İyi sağlık",1.187
GK001618,TR0016,2024-09-14,17,779.1,103.0,664.8,104.8,Mükemmel,19.1,32.8,55.6,Sonbahar,"Simental - 17 aylık, Mükemmel sağlık",1.373
GK001619,TR0016,2024-10-14,18,817.9,104.5,697.4,105.8,İyi,20.6,18.2,44.9,Sonbahar,"Simental - 18 aylık, İyi sağlık",1.293
GK001620,TR0016,2024-11-13,19,853.4,106.0,722.0,104.8,İyi,21.6,31.4,79.3,Sonbahar,"Simental - 19 aylık, İyi sağlık",1.186
GK001621,TR0016,2024-12-13,20,886.4,107.3,758.0,110.0,İyi,21.9,27.1,55.5,Kış,"Simental - 20 aylık, İyi sağlık",1.098
GK001622,TR0016,2025-01-12,21,919.0,108.6,781.8,108.8,Normal,23.1,26.9,54.9,Kış,"Simental - 21 aylık, Normal sağlık",1.089
GK001623,TR0016,2025-02-11,22,949.2,109.8,808.7,111.3,Normal,23.6,26.9,71.6,Kış,"Simental - 22 aylık, Normal sağlık",1.006
GK001624,TR0016,2025-03-13,23,982.2,111.1,836.4,110.3,İyi,24.4,29.4,64.8,İlkbahar,"Simental - 23 aylık, İyi sağlık",1.099
GK001701,TR0017,2025-04-01,0,45.6,84.2,36.9,86.3,Normal,0.7,24.1,68.0,İlkbahar,"Simental - 0 aylık, Normal sağlık",0.0
GK001702,TR0017,2025-05-01,1,93.1,86.1,77.6,84.7,Zayıf,2.1,16.1,41.2,İlkbahar,"Simental - 1 aylık, Zayıf sağlık",1.581
GK001801,TR0018,2023-10-15,0,35.9,83.6,29.2,84.9,Normal,0.8,15.7,50.5,Sonbahar,"Yerli Kara - 0 aylık, Normal sağlık",0.0
GK001802,TR0018,2023-11-14,1,79.6,85.4,62.8,83.8,İyi,2.0,25.6,52.0,Sonbahar,"Yerli Kara - 1 aylık, İyi sağlık",1.455
GK001803,TR0018,2023-12-14,2,118.8,87.0,96.2,85.3,Normal,3.2,25.6,73.6,Kış,"Yerli Kara - 2 aylık, Normal sağlık",1.307
GK001804,TR0018,2024-01-13,3,157.4,88.5,133.3,88.1,İyi,3.8,22.9,50.1,Kış,"Yerli Kara - 3 aylık, İyi sağlık",1.286
GK001805,TR0018,2024-02-12,4,196.2,90.1,165.7,92.6,Normal,4.8,24.6,64.2,Kış,"Yerli Kara - 4 aylık, Normal sağlık",1.295
GK001806,TR0018,2024-03-13,5,237.2,91.7,198.9,93.0,Normal,5.7,27.6,64.1,İlkbahar,"Yerli Kara - 5 aylık, Normal sağlık",1.367
GK001807,TR0018,2024-04-12,6,274.2,93.2,234.4,92.6,Normal,7.1,18.6,41.3,İlkbahar,"Yerli Kara - 6 aylık, Normal sağlık",1.234
GK001808,TR0018,2024-05-12,7,315.1,94.8,267.4,95.7,Mükemmel,7.4,24.4,59.3,İlkbahar,"Yerli Kara - 7 aylık, Mükemmel sağlık",1.363
GK001809,TR0018,2024-06-11,8,345.8,96.0,289.0,95.5,Zayıf,8.3,18.3,48.7,Yaz,"Yerli Kara - 8 aylık, Zayıf sağlık",1.023
GK001810,TR0018,2024-07-11,9,381.4,97.5,321.8,98.1,İyi,9.5,30.5,58.9,Yaz,"Yerli Kara - 9 aylık, İyi sağlık",1.188
GK001811,TR0018,2024-08-10,10,413.9,98.8,355.2,97.9,Normal,10.8,22.6,74.9,Yaz,"Yerli Kara - 10 aylık, Normal sağlık",1.083
GK001812,TR0018,2024-09-09,11,449.8,100.2,383.7,99.3,Normal,11.0,21.7,47.7,Sonbahar,"Yerli Kara - 11 aylık, Normal sağlık",1.197
GK001813,TR0018,2024-10-09,12,485.1,101.6,409.7,104.1,İyi,11.6,15.4,74.2,Sonbahar,"Yerli Kara - 12 aylık, İyi sağlık",1.177
GK001814,TR0018,2024-11-08,13,519.9,103.0,438.2,104.3,Mükemmel,13.3,22.3,59.8,Sonbahar,"Yerli Kara - 13 aylık, Mükemmel sağlık",1.158
GK001815,TR0018,2024-12-08,14,553.2,104.3,474.1,104.4,İyi,13.8,22.1,63.9,Kış,"Yerli Kara - 14 aylık, İyi sağlık",1.109
GK001816,TR0018,2025-01-07,15,585.3,105.6,500.8,104.4,Mükemmel,14.7,30.2,79.7,Kış,"Yerli Kara - 15 aylık, Mükemmel sağlık",1.072
GK001817,TR0018,2025-02-06,16,617.6,106.9,521.1,109.1,İyi,15.0,15.3,60.8,Kış,"Yerli Kara - 16 aylık, İyi sağlık",1.075
GK001818,TR0018,2025-03-08,17,652.8,108.3,555.3,111.0,Mükemmel,16.3,28.1,54.6,İlkbahar,"Yerli Kara - 17 aylık, Mükemmel sağlık",1.175
GK001819,TR0018,2025-04-07,18,679.9,109.4,581.3,109.0,Zayıf,16.8,21.1,53.0,İlkbahar,"Yerli Kara - 18 aylık, Zayıf sağlık",0.903
GK001820,TR0018,2025-05-07,19,710.6,110.6,602.8,111.2,İyi,17.3,25.2,42.4,İlkbahar,"Yerli Kara - 19 aylık, İyi sağlık",1.023
GK001901,TR0019,2022-10-21,0,40.8,76.9,33.6,76.5,Normal,1.0,29.3,53.3,Sonbahar,"Esmer - 0 aylık, Normal sağlık",0.0
GK001902,TR0019,2022-11-20,1,78.8,78.4,68.9,78.7,Normal,1.8,24.6,61.6,Sonbahar,"Esmer - 1 aylık, Normal sağlık",1.266
GK001903,TR0019,2022-12-20,2,119.3,80.1,101.5,79.7,Mükemmel,3.0,20.3,51.7,Kış,"Esmer - 2 aylık, Mükemmel sağlık",1.351
GK001904,TR0019,2023-01-19,3,154.6,81.5,128.6,81.9,Zayıf,3.9,34.0,55.8,Kış,"Esmer - 3 aylık, Zayıf sağlık",1.176
GK001905,TR0019,2023-02-18,4,192.8,83.0,163.2,81.8,İyi,4.9,34.3,77.5,Kış,"Esmer - 4 aylık, İyi sağlık",1.275
GK001906,TR0019,2023-03-20,5,227.2,84.4,197.7,84.1,Zayıf,5.7,19.2,63.7,İlkbahar,"Esmer - 5 aylık, Zayıf sağlık",1.145
GK001907,TR0019,2023-04-19,6,256.9,85.6,218.3,83.8,Hasta,6.6,26.6,45.7,İlkbahar,"Esmer - 6 aylık, Hasta sağlık",0.991
GK001908,TR0019,2023-05-19,7,296.9,87.2,257.0,85.4,İyi,7.2,25.5,59.0,İlkbahar,"Esmer - 7 aylık, İyi sağlık",1.333
GK001909,TR0019,2023-06-18,8,334.4,88.7,289.0,91.4,Mükemmel,7.9,30.4,43.6,Yaz,"Esmer - 8 aylık, Mükemmel sağlık",1.249
GK001910,TR0019,2023-07-18,9,369.5,90.1,310.7,89.4,İyi,9.3,30.8,66.0,Yaz,"Esmer - 9 aylık, İyi sağlık",1.17
GK001911,TR0019,2023-08-17,10,404.7,91.5,345.1,94.4,İyi,10.5,27.5,62.4,Yaz,"Esmer - 10 aylık, İyi sağlık",1.173
GK001912,TR0019,2023-09-16,11,439.4,92.9,377.8,93.9,Mükemmel,10.7,15.4,59.5,Sonbahar,"Esmer - 11 aylık, Mükemmel sağlık",1.159
GK001913,TR0019,2023-10-16,12,475.5,94.3,408.5,95.5,İyi,11.4,17.0,43.7,Sonbahar,"Esmer - 12 aylık, İyi sağlık",1.201
GK001914,TR0019,2023-11-15,13,499.7,95.3,424.6,93.6,Hasta,12.1,24.3,45.3,Sonbahar,"Esmer - 13 aylık, Hasta sağlık",0.809
GK001915,TR0019,2023-12-15,14,528.8,96.4,451.8,95.4,Normal,12.8,29.4,76.8,Kış,"Esmer - 14 aylık, Normal sağlık",0.969
GK001916,TR0019,2024-01-14,15,557.6,97.6,477.6,96.2,Normal,13.7,29.1,71.2,Kış,"Esmer - 15 aylık, Normal sağlık",0.96
GK001917,TR0019,2024-02-13,16,586.9,98.8,495.8,97.7,İyi,15.1,21.0,48.9,Kış,"Esmer - 16 aylık, İyi sağlık",0.976
GK001918,TR0019,2024-03-14,17,616.1,99.9,523.7,102.8,Normal,15.6,19.2,73.3,İlkbahar,"Esmer - 17 aylık, Normal sağlık",0.975
GK001919,TR0019,2024-04-13,18,646.9,101.2,551.6,101.8,İyi,16.2,18.3,72.6,İlkbahar,"Esmer - 18 aylık, İyi sağlık",1.026
GK001920,TR0019,2024-05-13,19,679.1,102.5,577.7,101.9,Mükemmel,16.8,34.8,70.1,İlkbahar,"Esmer - 19 aylık, Mükemmel sağlık",1.074
GK001921,TR0019,2024-06-12,20,703.5,103.4,595.1,102.9,Normal,17.2,22.6,73.4,Yaz,"Esmer - 20 aylık, Normal sağlık",0.812
GK001922,TR0019,2024-07-12,21,729.2,104.5,623.0,104.6,Mükemmel,18.6,17.9,52.2,Yaz,"Esmer - 21 aylık, Mükemmel sağlık",0.857
GK001923,TR0019,2024-08-11,22,755.9,105.5,640.7,107.7,Mükemmel,18.8,30.2,75.8,Yaz,"Esmer - 22 aylık, Mükemmel sağlık",0.889
GK001924,TR0019,2024-09-10,23,780.8,106.5,659.1,105.2,Normal,19.3,31.2,51.9,Sonbahar,"Esmer - 23 aylık, Normal sağlık",0.831
GK002001,TR0020,2024-03-15,0,49.4,70.8,45.7,72.5,Normal,1.1,21.7,69.2,İlkbahar,"Simental - 0 aylık, Normal sağlık",0.0
GK002002,TR0020,2024-04-14,1,96.5,72.7,82.7,73.2,İyi,2.0,32.6,49.9,İlkbahar,"Simental - 1 aylık, İyi sağlık",1.57
GK002003,TR0020,2024-05-14,2,139.3,74.4,121.6,74.8,Zayıf,3.8,33.8,62.2,İlkbahar,"Simental - 2 aylık, Zayıf sağlık",1.427
GK002004,TR0020,2024-06-13,3,180.0,76.0,157.9,78.9,Normal,5.0,28.2,51.1,Yaz,"Simental - 3 aylık, Normal sağlık",1.354
GK002005,TR0020,2024-07-13,4,217.4,77.5,181.1,77.1,Zayıf,5.0,18.0,73.4,Yaz,"Simental - 4 aylık, Zayıf sağlık",1.247
GK002006,TR0020,2024-08-12,5,258.0,79.1,219.3,79.5,İyi,6.6,25.4,57.4,Yaz,"Simental - 5 aylık, İyi sağlık",1.354
GK002007,TR0020,2024-09-11,6,297.7,80.7,256.7,79.3,Normal,7.0,25.3,79.7,Sonbahar,"Simental - 6 aylık, Normal sağlık",1.325
GK002008,TR0020,2024-10-11,7,344.3,82.6,291.2,83.4,Mükemmel,8.2,18.5,79.5,Sonbahar,"Simental - 7 aylık, Mükemmel sağlık",1.552
GK002009,TR0020,2024-11-10,8,379.9,84.0,326.7,85.4,Zayıf,9.2,20.3,51.5,Sonbahar,"Simental - 8 aylık, Zayıf sağlık",1.188
GK002010,TR0020,2024-12-10,9,419.1,85.6,354.6,86.7,İyi,10.9,25.5,74.3,Kış,"Simental - 9 aylık, İyi sağlık",1.308
GK002011,TR0020,2025-01-09,10,456.4,87.1,388.9,87.2,Normal,11.2,15.4,60.8,Kış,"Simental - 10 aylık, Normal sağlık",1.241
GK002012,TR0020,2025-02-08,11,494.3,88.6,422.9,88.0,Normal,12.8,27.0,55.3,Kış,"Simental - 11 aylık, Normal sağlık",1.265
GK002013,TR0020,2025-03-10,12,532.8,90.1,451.9,92.0,İyi,12.8,24.9,68.7,İlkbahar,"Simental - 12 aylık, İyi sağlık",1.283
GK002014,TR0020,2025-04-09,13,571.5,91.7,484.3,92.7,Normal,14.6,29.6,54.9,İlkbahar,"Simental - 13 aylık, Normal sağlık",1.29
GK002015,TR0020,2025-05-09,14,609.8,93.2,517.3,95.0,İyi,15.7,16.6,75.0,İlkbahar,"Simental - 14 aylık, İyi sağlık",1.277
GK002101,TR0021,2023-12-17,0,45.8,77.3,42.5,77.8,Zayıf,1.3,32.3,78.2,Kış,"Siyah Alaca - 0 aylık, Zayıf sağlık",0.0
GK002102,TR0021,2024-01-16,1,92.9,79.2,80.9,80.7,Normal,2.4,25.5,77.1,Kış,"Siyah Alaca - 1 aylık, Normal sağlık",1.567
GK002103,TR0021,2024-02-15,2,137.3,81.0,118.3,81.7,Normal,3.3,20.5,70.8,Kış,"Siyah Alaca - 2 aylık, Normal sağlık",1.48
GK002104,TR0021,2024-03-16,3,185.9,82.9,158.3,84.8,Normal,4.9,26.7,48.2,İlkbahar,"Siyah Alaca - 3 aylık, Normal sağlık",1.622
GK002105,TR0021,2024-04-15,4,229.0,84.6,191.0,85.9,Zayıf,5.5,29.6,62.0,İlkbahar,"Siyah Alaca - 4 aylık, Zayıf sağlık",1.436
GK002106,TR0021,2024-05-15,5,276.5,86.5,236.1,85.4,Normal,7.2,30.7,51.6,İlkbahar,"Siyah Alaca - 5 aylık, Normal sağlık",1.583
GK002107,TR0021,2024-06-14,6,318.9,88.2,270.3,88.0,İyi,8.0,20.3,67.0,Yaz,"Siyah Alaca - 6 aylık, İyi sağlık",1.415
